timestamp,magn_x,magn_y,magn_z
27114,0.05488,0.462,-0.38472
27114,0.05488,0.462,-0.38472
27136,0.08246,0.45794,-0.3829
27157,0.08246,0.45794,-0.3829
27157,0.08246,0.45794,-0.3829
27178,0.08246,0.45794,-0.3829
27178,0.08246,0.45794,-0.3829
27200,0.08246,0.45794,-0.3829
27200,0.08246,0.45794,-0.3829
27221,0.08246,0.45794,-0.3829
27221,0.08246,0.45794,-0.3829
27242,0.33068,0.483,-0.24682
27242,0.33068,0.483,-0.24682
27264,0.33068,0.483,-0.24682
27285,0.33068,0.483,-0.24682
27285,0.33068,0.483,-0.24682
27306,0.38094002,0.50274,-0.0399
27307,0.38094002,0.50274,-0.0399
27328,0.38094002,0.50274,-0.0399
27328,0.38094002,0.50274,-0.0399
27349,0.36372,0.49854,0.0805
27349,0.36372,0.49854,0.0805
27370,0.36372,0.49854,0.0805
27371,0.36372,0.49854,0.0805
27392,0.30898002,0.48986,0.13356
27392,0.30898002,0.48986,0.13356
27413,0.24416001,0.48706,0.18144001
27435,0.24416001,0.48706,0.18144001
27435,0.24416001,0.48706,0.18144001
27456,0.17402,0.48020002,0.19292
27456,0.17402,0.48020002,0.19292
27477,0.17402,0.48020002,0.19292
27477,0.17402,0.48020002,0.19292
27498,0.12754,0.47348002,0.2002
27498,0.12754,0.47348002,0.2002
27520,0.12754,0.47348002,0.2002
27520,0.12754,0.47348002,0.2002
27541,0.09758,0.45024002,0.21182
27562,0.09758,0.45024002,0.21182
27562,0.09758,0.45024002,0.21182
27584,0.04676,0.3885,0.24122001
27584,0.04676,0.3885,0.24122001
27605,0.04676,0.3885,0.24122001
27605,0.04676,0.3885,0.24122001
27626,0.03136,0.36022002,0.24654001
27626,0.03136,0.36022002,0.24654001
27648,0.03136,0.36022002,0.24654001
27648,0.03136,0.36022002,0.24654001
27669,0.0126,0.33236,0.24542001
27690,-0.01064,0.30086002,0.23352
27690,-0.01064,0.30086002,0.23352
27712,-0.01064,0.30086002,0.23352
27712,-0.01064,0.30086002,0.23352
27733,-0.036960002,0.27776,0.21980001
27733,-0.036960002,0.27776,0.21980001
27754,-0.036960002,0.27776,0.21980001
27755,-0.036960002,0.27776,0.21980001
27776,-0.06202,0.26278,0.20426
27776,-0.06202,0.26278,0.20426
27797,-0.07742,0.2576,0.20342
27818,-0.07742,0.2576,0.20342
27819,-0.07742,0.2576,0.20342
27840,-0.07742,0.2576,0.20342
27840,-0.07742,0.2576,0.20342
27861,-0.0903,0.25718,0.1869
27861,-0.0903,0.25718,0.1869
27883,-0.09198,0.24948001,0.18914
27883,-0.09198,0.24948001,0.18914
27904,-0.07252,0.24304001,0.20986001
27904,-0.07252,0.24304001,0.20986001
27925,-0.07252,0.24304001,0.20986001
27946,0.01344,0.28392002,0.25172
27946,0.01344,0.28392002,0.25172
27968,0.14644,0.35336,0.25732002
27968,0.14644,0.35336,0.25732002
27989,0.14644,0.35336,0.25732002
27989,0.14644,0.35336,0.25732002
28010,0.22302,0.42560002,0.21630001
28010,0.22302,0.42560002,0.21630001
28032,0.22302,0.42560002,0.21630001
28032,0.22302,0.42560002,0.21630001
